Name,LEVEL (Czech Republic),Game Rant,Playstation Official Magazine UK,Edge Magazine,Games.cz,Gamer.no,Washington Post,Softpedia,LaPS4,Vgames,DarkZero,Giant Bomb,Quarter to Three,Digital Spy,Cheat Code Central,Guardian,GRYOnline.pl,Gamersky,Digital Trends,SpazioGames,Telegraph,PSX Extreme,Meristation,Gameblog.fr,Easy Allies,Atomix,The Digital Fix,GameOver.gr,Game Over Online,Game Debate,Digital Chumps,DarkStation,Areajugones,3DJuegos,Game Informer,IGN Italia,We Got This Covered,Stevivor,TheSixthAxis,Twinfinite,Vandal,PLAY! Zine,PlayStation LifeStyle,PlayStation Universe,Press Start Australia,Push Square,Gaming Nexus,God is a Geek,IGN,IGN Spain,JeuxActu,M3,COGconnected,DualShockers,EGM,Everyeye.it,Game Revolution,Hobby Consolas,Game World Navigator Magazine,The Games Machine,Merlin'in Kazanı (Turkey),XGN,Power Unlimited,MMORPG.com,GamesBeat,Gamers' Temple,GamePro Germany,Multiplayer.it,CD-Action,TrueGaming,PlayGround.ru,InsideGamer.nl,Gamer.nl,Jeuxvideo.com,Gameplanet,Post Arcade (National Post),PlaySense,Critical Hit,Destructoid,CGMagazine,4Players.de,IGN Japan,Riot Pixels,GameCritics,The Daily Dot,Forbes,USgamer,Shacknews,Worth Playing,Cubed3,Metro GameCentral,GameSpot,Hardcore Gamer,Gamers Heroes,Video Chums,App Trigger,The Escapist,GameGrin,Slant Magazine,Ars Technica,British GQ,CNET,Eurogamer,Kotaku,Mashable,The A.V. Club,The Jimquisition,The Verge,VG247,Playstation Official Magazine Australia,Toronto Sun,Impulsegamer,GamesRadar+,NZGamer,Gamestyle,Gaming Age,Digitally Downloaded,VideoGamer,Eurogamer Germany,Eurogamer Spain,Eurogamer Italy,Games Master UK,Play UK,Pelit (Finland),CalmDownTom,Eurogamer Portugal,Level7.nu,Thunderbolt,GamingTrend,Gamer Escape,GameSkinny,Comicbook.com,Malditos Nerds,Daily Star,Screen Rant,GAMINGbible,RPG Site,Noisy Pixel,Attack of the Fanboy,RPG Fan,BaziCenter,ZTGD,RPGamer,Trusted Reviews,MGG,Wccftech,Player 2,GameSpace,TheGamer,Polygon,Gamereactor Denmark,LevelUp,GameSpew,The Sydney Morning Herald,New York Daily News,Yahoo!,AusGamers,GameCrate,PlayStation Country,games(TM),FANDOM,Metro Montreal,New Game Network,Time,Variety,Vice,KeenGamer,VGC,Carole Quintaine,GameMAG,Cultured Vultures,IBTimes UK,Arcade Sushi,Glixel,Wired,GameTrailers,ActionTrip,Brash Games,Eurogamer Poland,GamesVillage.it,Dealspwn,Kill Screen,Examiner,IGN Denmark,IGN Sweden,High-Def Digest,Hyper Magazine,PSNStores,Het Nieuwsblad,Road to VR,UploadVR,GMW3,GAMES.CH,Hey Poor Player,GamingBolt,Pure Playstation,Finger Guns,WellPlayed,Joystiq,Gamereactor Sweden,Let's Play Video Games,Sporting News,PCMag,NowGamer,Armchair Empire,PLAY,Siliconera,IGN France,Checkpoint Gaming,The Mako Reactor,PSX Brasil,GamersRD,Dexerto,Wired UK,D+PAD Magazine,MGG Spain,The Indie Game Website,But Why Tho?,IGN Adria,Inverse,Gamepressure,PC Games,Oyungezer,MeuPlayStation,Strategy Gamer,The Globe and Mail (Toronto),Machinima,GameFront,IGN Portugal,Gfinity,Shindig,GameByte,IndieWire,TierraGamer,TotalPlayStation,Launcher (The Washington Post),SECTOR.sk,NME,Android Central,Movies Games and Tech,Adventure Gamers,INVEN,GamesHub,Hooked Gamers,GGRecon,Gamer Limit
mxgp2-the-official-motocross-videogame,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,70,,83,,,,,,,,,,,,60,,68.0,65.0,,71,,,70,,,,80.0,,,,,,,,75,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final-fantasy-xv-episode-prompto,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,65.0,,40,,,,60.0,,,,,,70,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
surf-world-series,,,,,,,,,,,,,,,,,,,,,,37.0,75.0,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,80,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tharsis,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,80.0,,48,,,,80,,,,80,,,,,,,,75,,,,,,,,65.0,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,40.0,,,60.0,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,60.0,,,,,80.0,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fox-n-forests,,,60,,,,,,,,,,,,,,,,,,,,,60.0,,,70,,,,,,,,,,,,,,,,75,90.0,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,62.0,,,,,,,,,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dino-frontier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,80,,,,75,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,90.0,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marvels-guardians-of-the-galaxy---episode-3-more-than-a-feeling,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,50,,,,,,,,,,,,,,,,85,,,50,,,,,,,74,,,67,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dark-eclipse,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,40.0,,,80.0,,,,,71,,,,,,,80,,,,85.0,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sniper-elite-v2-remastered,,,,,,,,,,,,,,,,,,,,,,,,,,,70,60.0,,,,,,,,,,,...,,70.0,,,75.0,,50,,,,,,,,,,75,,,,70.0,,,,,,,,65,,,,,,,,,,,,60.0,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baja-edge-of-control-hd,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,60.0,,,,,,50,,,,,,,70,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f1-2015,,,70,,40.0,,,,70.0,,,,,60.0,,,,,,65.0,,,75.0,50.0,,60.0,60,,,,62.0,,,65,,69,70,,70,,70.0,50.0,,50.0,,60,,60,58,,55.0,,72,,,73,50,78.0,,,,75.0,,,,,,74,65.0,,,75.0,,,60,,75.0,,,70.0,,,,55.0,,,,,,,60,,,,,,,,,,,,,,,,,,,70.0,,,,73.0,,,80.0,60,,,,68.0,80.0,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,63,,60.0,,,,,,,,,,,,,,,,,,,,69.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-solus-project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,55,45.0,,40,,,,,,,62,,,,,,,70.0,,,,,,,,,,,,,,,,,80.0,,,,,,,65.0,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rock-of-ages-3-make-break,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,64,,,,,75.0,,,,,60,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
genesis-alpha-one,,,50,50.0,50.0,,,,75.0,,,,,,,,,,,,,,,,,,,65.0,,,,80.0,,,,,,,80,,,55.0,80,90.0,,,,,,,,,,45,,60,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,...,,,72.0,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,80.0,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
singstar-celebration,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,70.0,30.0,80,,,40,,70,,,,,,,,70,,,,,,,,,,,,70,,,,,,,,,75.0,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,50.0,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
warhammer-40000-inquisitor---martyr,,,50,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,70.0,,,,,,,,,56.0,,70,75.0,,50,,,,,,,,,,55,,,,,,,,,,,,,,,,,,75.0,,,65.0,,,,,,,85.0,,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,,70.0,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,50,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skelattack,,,60,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,80.0,,68.0,,,66,,,80,,65.0,,50,,,,,80,,50.0,,,,,,50,,67.0,,,,,,,,,,68,,,,,,,,,,,,75.0,,,,,,,,,,,70,50,60.0,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fragments-of-him,,,70,,,,,,,,,,,,,,,,,,,70.0,,50.0,,,,60.0,,,,60.0,,,,,,,,,,,,70.0,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
how-to-survive-storm-warning-edition,,,,,,,,,63.0,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,70.0,,,,,,,,,,,,,,,65,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
just-cause-4,,,70,,,60.0,,,,,,,,,,,,,60,,,,,50.0,65.0,70.0,80,60.0,80.0,,80.0,,80.0,,,,,,,70.0,,65.0,70,75.0,,60,80.0,,,,,,58,,70,,90,80.0,,,,,,,,68.0,,,,,45.0,50.0,,70.0,65,,65.0,,,,,,,50.0,,,50,,,,60,,60.0,60.0,58.0,,,,40.0,,,,,,,,...,,,,,82.0,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,60.0,,70.0,,,,,65.0,,,,,,,,,,,68.0,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stranded-deep,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,75.0,,,,,,,,,,,,65,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zen-pinball-2-marvels-avengers-age-of-ultron,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,45,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conarium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,60,,,,60,60.0,,70,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,70.0,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sniper-ghost-warrior-contracts,,30.0,60,,,,,70.0,73.0,,,,,,,,,,,,,,,,,,,,,,65.0,60.0,,,,,,,,,,,60,60.0,,,,,,68.0,,,,,,,,70.0,,,,65.0,,,,,,,,70.0,,,70.0,75.0,,,75.0,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,50.0,,,,,,65.0,,,,,70.0,,,,,,,,,,,,,60.0,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sword-art-online-re-hollow-fragment,,,,,,,,,76.0,,,,,,,,,,,65.0,,,,,,70.0,,,,,,70.0,,70,,,50,,60,,68.0,,60,,,70,,,,60.0,,,68,,,70,,,,,,,,,,70.0,,80,,,,,,,,,,,,70.0,,,,,,,,,60.0,,,,50.0,,,,,,,,,,,,,,,,,,,70.0,,,,,70.0,,,,60.0,,,,,,,,70,,,,,,,,,,50.0,55,,65.0,30,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,68.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynasty-warriors-9,,,60,,,,,,,,,,,,54.0,,,70.0,,75.0,,60.0,85.0,60.0,,,,60.0,,,45.0,,,80,,78,,,50,,70.0,,60,80.0,70.0,50,80.0,,58,72.0,40.0,,80,75,,62,,84.0,,58.0,,,,,,75.0,,65,60.0,,,,,,,,,,65,,68,69.0,,,,,,60,,60.0,40,70,70.0,,,,,,,,,,...,...,,,...,,,,,,,,,75.0,100.0,60,,,50.0,64.0,,,,,,,80,,,,,,,,,,60.0,,70.0,,,,,85.0,,,,,,,,,,,,,60.0,50.0,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super-motherload,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,70.0,,,,68,,,,,,,,,70.0,,70,,,60,,,,,,,70,90,,,,,,,,,,,,,,,,55.0,,,,,,80,,47,,,,,,,,75.0,,60,70,70.0,,,,,,,,,,,,,,,,,65.0,,,60,,,50.0,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0
birthdays-the-beginning,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,65,,,,90.0,75.0,,75,,,50,,50,,60.0,,,,75,,,,,,70.0,,,,,,,,60,,,,,,,,,,,80,75.0,61,,,45.0,,,,,,,60,50,80.0,,,,,,,,,,...,,,,,,,,,,,,,,100.0,,,,60.0,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,60,,,70,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dariusburst-another-chronicle-ex+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,55.0,,,,,,,,,,,50,,,,,,60.0,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
party-hard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,60,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,50.0,,,,,,50.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blair-witch,,,60,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,75.0,,40,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smash-hit-plunder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,65,60.0,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xenoraid,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,60.0,,,,,,60,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,80,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abyss-odyssey-extended-dream-edition,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,,,,,70.0,60.0,,75,,,50,,,40.0,,,55,45.0,,70,70.0,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,70.0,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,65,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dusk-diver,,,,,,,,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tokyo-twilight-ghost-hunters-daybreak-special-gigs,,,,,,,,,,,,,,,,,,,,75.0,,,,60.0,,,,,,,,,,,,,,,,,,,,,,70,,,,70.0,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,60.0,,,,,,,,70,,,,,,,,,,,,,50.0,60,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cloudpunk,,50.0,70,,,,,75.0,,,,,,,,,,,,,,,,,,,80,,,,,60.0,,,,,,,60,,,,75,80.0,,60,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,70.0,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shadow-of-the-beast,,,50,50.0,,50.0,,,75.0,,,,,60.0,,,70.0,,,,,,70.0,40.0,,70.0,,80.0,,,,,90.0,65,,70,70,,80,,70.0,,85,70.0,,70,70.0,75,76,70.0,65.0,,80,,,63,30,87.0,66.0,82.0,75.0,80.0,,,,,,78,50.0,,,57.0,45.0,,50,,75.0,45,,65.0,54,,,,,,80,,,,80,50,70.0,,,,,,80.0,,,,,,,...,,,,50.0,,,,75.0,,58.0,60.0,60,,,,55.0,,,,,,,85,,,,,,,,,,60.0,,,80.0,,,,82.0,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,60.0,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-silver-case,,,60,,,,,,,,,,,,,,,,,75.0,,,70.0,60.0,,,,,,,,,,,75,70,,,,,,,70,,,40,,65,,60.0,,,,80,,60,,,,70.0,,65.0,,,,,,,,,,,,,,,,,,60.0,,,,30.0,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,80.0,,,,70.0,,,,,,,,,,,,,,,,,,,65,,65.0,,,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-crew-2,,,70,50.0,,70.0,,,80.0,,,,,,,40,,,,70.0,,,,,,63.0,,60.0,,,90.0,,80.0,80,60,70,60,,70,60.0,,,85,80.0,60.0,60,,50,,,70.0,70.0,65,50,65,70,,80.0,,,,75.0,,,,,76.0,,,75.0,,,50.0,75.0,,,70.0,75,70,50.0,,,,,,,60,,60.0,,50,80,70.0,70.0,,,,,50.0,...,,,...,,,,,,...,,,68.0,70,,,50.0,60.0,,,,80.0,60.0,,,,,,,,,,,,,,,,,,,,,,60,,,,,,...,,,,,,,,,60.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omen-of-sorrow,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,70.0,,,65.0,,,,,,,,40,,65.0,,85,,,,,,,,,,71,65,,,,,,,,50.0,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,70,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
