Name,LEVEL (Czech Republic),Game Rant,Playstation Official Magazine UK,Edge Magazine,Games.cz,Gamer.no,Washington Post,Softpedia,LaPS4,Vgames,DarkZero,Giant Bomb,Quarter to Three,Digital Spy,Cheat Code Central,Guardian,GRYOnline.pl,Gamersky,Digital Trends,SpazioGames,Telegraph,PSX Extreme,Meristation,Gameblog.fr,Easy Allies,Atomix,The Digital Fix,GameOver.gr,Game Over Online,Game Debate,Digital Chumps,DarkStation,Areajugones,3DJuegos,Game Informer,IGN Italia,We Got This Covered,Stevivor,TheSixthAxis,Twinfinite,Vandal,PLAY! Zine,PlayStation LifeStyle,PlayStation Universe,Press Start Australia,Push Square,Gaming Nexus,God is a Geek,IGN,IGN Spain,JeuxActu,M3,COGconnected,DualShockers,EGM,Everyeye.it,Game Revolution,Hobby Consolas,Game World Navigator Magazine,The Games Machine,Merlin'in Kazanı (Turkey),XGN,Power Unlimited,MMORPG.com,GamesBeat,Gamers' Temple,GamePro Germany,Multiplayer.it,CD-Action,TrueGaming,PlayGround.ru,InsideGamer.nl,Gamer.nl,Jeuxvideo.com,Gameplanet,Post Arcade (National Post),PlaySense,Critical Hit,Destructoid,CGMagazine,4Players.de,IGN Japan,Riot Pixels,GameCritics,The Daily Dot,Forbes,USgamer,Shacknews,Worth Playing,Cubed3,Metro GameCentral,GameSpot,Hardcore Gamer,Gamers Heroes,Video Chums,App Trigger,The Escapist,GameGrin,Slant Magazine,Ars Technica,British GQ,CNET,Eurogamer,Kotaku,Mashable,The A.V. Club,The Jimquisition,The Verge,VG247,Playstation Official Magazine Australia,Toronto Sun,Impulsegamer,GamesRadar+,NZGamer,Gamestyle,Gaming Age,Digitally Downloaded,VideoGamer,Eurogamer Germany,Eurogamer Spain,Eurogamer Italy,Games Master UK,Play UK,Pelit (Finland),CalmDownTom,Eurogamer Portugal,Level7.nu,Thunderbolt,GamingTrend,Gamer Escape,GameSkinny,Comicbook.com,Malditos Nerds,Daily Star,Screen Rant,GAMINGbible,RPG Site,Noisy Pixel,Attack of the Fanboy,RPG Fan,BaziCenter,ZTGD,RPGamer,Trusted Reviews,MGG,Wccftech,Player 2,GameSpace,TheGamer,Polygon,Gamereactor Denmark,LevelUp,GameSpew,The Sydney Morning Herald,New York Daily News,Yahoo!,AusGamers,GameCrate,PlayStation Country,games(TM),FANDOM,Metro Montreal,New Game Network,Time,Variety,Vice,KeenGamer,VGC,Carole Quintaine,GameMAG,Cultured Vultures,IBTimes UK,Arcade Sushi,Glixel,Wired,GameTrailers,ActionTrip,Brash Games,Eurogamer Poland,GamesVillage.it,Dealspwn,Kill Screen,Examiner,IGN Denmark,IGN Sweden,High-Def Digest,Hyper Magazine,PSNStores,Het Nieuwsblad,Road to VR,UploadVR,GMW3,GAMES.CH,Hey Poor Player,GamingBolt,Pure Playstation,Finger Guns,WellPlayed,Joystiq,Gamereactor Sweden,Let's Play Video Games,Sporting News,PCMag,NowGamer,Armchair Empire,PLAY,Siliconera,IGN France,Checkpoint Gaming,The Mako Reactor,PSX Brasil,GamersRD,Dexerto,Wired UK,D+PAD Magazine,MGG Spain,The Indie Game Website,But Why Tho?,IGN Adria,Inverse,Gamepressure,PC Games,Oyungezer,MeuPlayStation,Strategy Gamer,The Globe and Mail (Toronto),Machinima,GameFront,IGN Portugal,Gfinity,Shindig,GameByte,IndieWire,TierraGamer,TotalPlayStation,Launcher (The Washington Post),SECTOR.sk,NME,Android Central,Movies Games and Tech,Adventure Gamers,INVEN,GamesHub,Hooked Gamers,GGRecon,Gamer Limit
h1z1-battle-royale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,65,75.0,,,,,,,,,67,60,,,,,,,,,,,,,,75,,,,,,,,,,,,,61,,,40.0,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nascar-heat-evolution,,,,,,,,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,70,,,,,,,,45,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ghostbusters-the-video-game-remastered,,,,,,,,,,,,,,,,,,,,65.0,,,,70.0,60.0,,,,,,,80.0,,,,,,,,,,,70,85.0,,70,,,60,,,,61,60,,65,,,,,,,,,,,,65,,,,,,,,,,,,75.0,,,,65.0,,,,,65.0,70.0,60,,,,80.0,,,,60.0,,,,,,,,...,,,,,,,,,75.0,,,,,60.0,,,,,,,,,,,,,,60.0,,,,,,60.0,,,,,,,,,,,,,,,,70.0,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrc-6-world-rally-championship,,,,,,,,,72.0,,,,,,,,,,,,,,,60.0,,65.0,,,,,70.0,,,65,,,,,,,60.0,70.0,60,,,,65.0,80,71,,,,,,,65,,,,,,65.0,,,,,,72,,,,,,,,,55.0,80,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,70,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,60.0,,,,,,,80,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batman-the-telltale-series---episode-2-children-of-arkham,,,,,,,,,,,,,,,,,,,,75.0,,,,70.0,,82.0,,,,,,,,,,,,,,,,,60,40.0,,70,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,75.0,,,85.0,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,85.0,,100.0,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-shapeshifting-detective,,,60,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,60.0,,,,,,,,,,,,80.0,,60,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paradise-lost,,,,,50.0,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,65,75,60.0,,70.0,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,50.0,,60.0,,,,,,,,60.0,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rad-rodgers,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,70.0,,,,,70.0,,,,,,60,,,,75,,,50,,50,,75.0,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,80.0,,,,,,,45.0,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,,60.0,,,,,60.0,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ride,,,60,,,,,,71.0,,,,,,,,,,,75.0,,,,50.0,,,,70.0,,,64.0,,,60,,76,,,,,60.0,,80,65.0,,50,,80,,70.0,65.0,,,,,77,,69.0,,,,,,,,,,,,,,50.0,70.0,,,,,50,,74.0,,,,40.0,,,70,,,,,,70.0,,,,,,,,,,,,,,,,,,,72.0,,,,,70.0,,,,,64.0,,,,,70.0,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hidden-agenda,,,70,40.0,,,,,,,70.0,,,,,,,,,60.0,,,85.0,60.0,,,,,,,,,80.0,75,80,,60,65,50,80.0,65.0,75.0,60,65.0,,60,,70,,67.0,75.0,,55,,,70,,82.0,,,,55.0,,,,,70.0,80,50.0,,,,70.0,,,,65.0,65,,80.0,65,,,,,,,,,,,,70.0,,,65,,,40.0,...,,,...,,,,,,,,,,,,,91.0,80.0,,,,60.0,54.0,,,,,,,85,,,,,,,,,,,,,60.0,,60,,,,,,,,,,,,,,,,50.0,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winds-leaves,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,60,,,,,,,70,,70,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,60.0,,,,65.0,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-last-tinker-city-of-colors,,,80,,,,,,75.0,,50.0,,,,,,,,,,,68.0,,,,,,,82.0,,70.0,,,,,,,,,,,,70,60.0,,60,70.0,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,80.0,,,,,,,,,,,,,,,,,50.0,,,50,,80.0,83.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kingdom-hearts-iii---re-mind,,,50,,,,,,,,,,,,,,,,,,,,,70.0,,75.0,,65.0,,,,70.0,,,65,70,,,,,,,60,,,60,,,60,60.0,,,70,60,,68,,70.0,,,,65.0,,90.0,,,,68,,,,70.0,55.0,65.0,,,,,80,,,,,,,,,...,70.0,,,40,60.0,,,,,,,,,,,,,,,,,,,76.0,,,,,,,,,60.0,,,,,,,,,,,,70.0,,40.0,,70.0,85.0,,,,,,80,,70.0,,,70,,,,,,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berserk-and-the-band-of-the-hawk,,,50,,,,,,75.0,,50.0,,,,,,70.0,,,65.0,80,,,50.0,,71.0,,,,,,,,,,79,80,,90,50.0,70.0,,75,80.0,,60,80.0,65,63,65.0,55.0,,85,70,,80,,78.0,,70.0,,70.0,,,,75.0,,80,,55.0,,,,,,,,,80,90.0,68,,,55.0,,70,,,70.0,,30,50,90.0,,58.0,,,,,,,,,,,,65,,,50.0,,66.0,,,,,70.0,,,,80.0,,,,,,,,70,,,,,,,,70.0,,70.0,,,55.0,,,,75.0,,,,,,,70,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-cruel-king-and-the-great-hero,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,75,,,,72.0,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,50.0,60.0,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,50.0,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,
the-golf-club,,,60,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,60,,,,,,,,,,70,,,,,70.0,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,80.0,42.0,,,,,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
motogp-18,,,50,,,,,,,,,,,,,,,,,75.0,,,70.0,80.0,,,,65.0,,,68.0,70.0,,70,,75,,,50,,68.0,,45,,,,,,,68.0,,,74,,,77,,73.0,,,,70.0,,,,,,72,,,,,,70.0,,,50.0,,,,,,,,,,,60,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,50.0,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chaos-code-new-sign-of-catastrophe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,80,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,83.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,70,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mxgp-the-official-motocross-videogame,,,,,,60.0,,,70.0,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,79,,,80,,,,,,,50,70.0,65,,,,,69,,,,,,,,,55.0,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,50.0,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
battlezone,,,80,70.0,,,,,,,40.0,,,,,,,,,,,,,60.0,,,,,90.0,,70.0,,,,,,,,80,,78.0,,80,80.0,,,,80,,,50.0,,60,,,55,,,,76.0,,70.0,,,,,,65,70.0,,,50.0,70.0,,,,70.0,,70,65.0,73,,,85.0,,,,,,,70,70,60.0,,,,,,,,,,,,,,25,,,80.0,,70.0,,,,50.0,,,,,,,,,,,,,45,,,,,,,,,,50.0,,,70.0,,,,70.0,,,,,,,50,,,,,,70.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bridge-constructor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,,,40.0,,,,,,,,,,,,,,,,,,75.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
city-of-brass,,,80,,,,,,,,,,,,,,,,,,,90.0,60.0,,,,,,,,,70.0,,,,,,,30,,70.0,,65,60.0,,60,85.0,,40,,,,78,70,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,60.0,,,,,65.0,,60,70,,,80.0,,,,,,,,,,,,,,,,,,,,,58.0,100.0,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full-mojo-rampage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,90.0,,,,,,50,,70,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-sims-4,,,60,,,,,,70.0,,,,,,,,,,,70.0,,,64.0,,,,,,,,,,,70,70,75,,,,70.0,70.0,,80,,,70,,,55,,,,78,45,,73,,80.0,,,,60.0,,,,,73.0,77,,,,70.0,65.0,,,,65.0,,,40.0,,,,,,,,,,,50,,80.0,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
need-for-speed,40.0,,70,40.0,70.0,50.0,,,84.0,,,,,,,,,,,80.0,40,74.0,70.0,50.0,,75.0,80,70.0,75.0,,80.0,,,75,70,85,,,70,,80.0,65.0,80,65.0,,50,74.0,65,63,80.0,65.0,,,,70,80,,77.0,66.0,,,75.0,82.0,,,,67.0,78,55.0,,,80.0,80.0,,75,,65.0,75,,,53,,,60.0,,,90,60,,,40,80,,,,,50.0,,,,,,,,,,,,,60.0,,82.0,,65.0,,,60.0,50,,,70.0,55.0,,69.0,,,,,85,,,,,,,,,,,,,,,,,,,,,,,78.0,,,,60.0,,73,,60.0,,,,,,,,,,,,,,,,83.0,,,70.0,80.0,50.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
among-the-sleep,,,70,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,65.0,,,,,,,,,,60,,,50,,,,,,,,,,,,,,,,65.0,,,,,,65,,,,,,,,,,,80,70.0,,,,,,,,,,,,,50.0,,,,,,50.0,,,,,,,,,,,,,,60,,,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neptunia-x-senran-kagura-ninja-wars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,65,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,60.0,,73.0,,,45.0,,,,,,,,,,,,,,,,,,42.0,80.0,,,,,,,,,,,,,,,,,,,,70.0,75.0,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toejam-earl-back-in-the-groove,,,70,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,85.0,90.0,,,,,40,,60,,70.0,,85,80.0,,60,,65,,,,,,,,,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,74.0,,,,,,,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
home-sweet-home,,,60,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,70.0,,,,,,,,,67.0,,65,80.0,,,,75,,,,,75,,,,,64.0,,62.0,,,,,,,,,,,,,,,,,70.0,,,,,70.0,,,,,,,65.0,40.0,,,80.0,,,,,,,,,,,,,,...,,,,,,,,,,60.0,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
detached,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,60.0,60.0,,,,,,,,,,,,,,70,74.0,,,,,,58,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saints-row-iv-re-elected-gat-out-of-hell,,,,,,,,,,,,,,60.0,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,78,,65.0,,,,,,,88.0,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,40,,,,,,,,80.0,,,,,,,,,,,,,80.0,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
american-fugitive,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,60,,,,,60.0,,70,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
punch-line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,90,85.0,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,40.0,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oceanhorn-monster-of-uncharted-seas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,60.0,,,50,,,,,,,,,,90,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,40.0,77,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,75,,,,,,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
riverbond,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,83.0,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unepic,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,65,,,,,85.0,,,,80.0,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
laserlife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,65,,,,,40.0,,,70,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ash-of-gods-redemption,,,,,,,,,76.0,,,,,,,,,,,71.0,,,,,,,60,,,,,,,,,62,,,,,65.0,,,60.0,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-caligula-effect-2,,,,,,,,,,,,,,,,,,,,67.0,,,78.0,,,,,,,,,,,,,66,,,,,,70.0,,,,60,,,,,,,,,,,,,,50.0,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,85,,,70,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,
senran-kagura-burst-renewal,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,50,,,,65.0,,,,,,,,80,,70.0,,30,,,,,70,,65.0,,,75,,,,,,,,,,,,,,,,,,,,,,,,,75,,,59,,,80.0,,,,,75.0,60.0,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,70,,,,,,,,,,80.0,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dexed,,,60,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,75.0,,70,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,50,60.0,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
