Name,Slant Magazine,Forbes,The Enemy,Edge Magazine,GameCritics,Carole Quintaine,BaziCenter,PlayStation Country,Vgames,PLAY! Zine,Telegraph,New York Daily News,PlayStation Universe,The Loadout,TrueGaming,IGN Spain,Het Nieuwsblad,Meristation,IGN Japan,Daily Star,Atomix,Gaming Age,Game Rant,Digital Chumps,TheGamer,GamesRadar+,Digitally Downloaded,Screen Rant,SECTOR.sk,VGC,Areajugones,CD-Action,Cultured Vultures,Destructoid,Game Revolution,GameMAG,Gamer.no,GamesBeat,GamesHub,GameSpew,Gaming Nexus,GAMINGbible,God is a Geek,Guardian,XGN,Hobby Consolas,COGconnected,MGG Spain,Impulsegamer,PSX Brasil,IGN Brasil,PSX Extreme,GRYOnline.pl,GamingTrend,Worth Playing,Gamer.nl,Malditos Nerds,Press Start Australia,App Trigger,GamePro Germany,Video Chums,MeuPlayStation,Post Arcade (National Post),Softpedia,Gameblog.fr,Gamepressure,PlaySense,Washington Post,Push Square,TierraGamer,Games.cz,Power Unlimited,Metro GameCentral,Jeuxvideo.com,VideoGamer,Inverse,PlayStation LifeStyle,Dexerto,Eurogamer Italy,GAMES.CH,New Game Network,JeuxActu,T3,PLAY,3DJuegos,Ars Technica,Eurogamer,Giant Bomb,Kotaku,Launcher (The Washington Post),Polygon,Hardcore Gamer,We Got This Covered,Vandal,Attack of the Fanboy,TheSixthAxis,Noisy Pixel,Gamersky,Finger Guns,GamingBolt,Cubed3,Multiplayer.it,Everyeye.it,SpazioGames,But Why Tho?,Digital Spy,DualShockers,Variety,GameOver.gr,Trusted Reviews,IGN Portugal,VG247,MMORPG.com,IGN,IGN Adria,PC Games,Player 2,Siliconera,The Independent,Twinfinite,Gfinity,Checkpoint Gaming,EGM,4Players.de,INVEN,GamersRD,KeenGamer,LevelUp,IGN Italia,MGG,Game Informer,Oyungezer,GameByte,CGMagazine,The Games Machine,GameStar,The Jimquisition,Hey Poor Player,Stevivor,M3,Merlin'in Kazanı (Turkey),Android Central,IGN France,Easy Allies,PCMag,Shacknews,WellPlayed,GameSpot,AusGamers,Comicbook.com,ZTGD,GameSkinny,GameGrin,NME,Digital Trends,British GQ,CNET,The A.V. Club,The Verge,LEVEL (Czech Republic),The Sydney Morning Herald,Wccftech,LaPS4,IndieWire,Playstation Official Magazine UK,RPG Fan,RPGamer,Critical Hit,RPG Site,DarkStation,USgamer,Game World Navigator Magazine,Vice,Shindig,Game Over Online,The Mako Reactor,GameSpace,Gamer Escape,NPR,Gamereactor UK,Eurogamer Poland,Gamers Heroes,Quarter to Three,Mashable,Pure Playstation,Gamers' Temple,The Escapist,Gamereactor Spain,GGRecon,The So Videogames Podcast,Gamereactor Finland,Movies Games and Tech,Road to VR,Eurogamer Germany,UploadVR,GameCrate,The Digital Fix,Hot Games,GamePro,Sports Gaming Network,GamerWeb Sega,Da Gameboyz,Gaming Maxx,Dreamcast HQ,Happy Puppy,DC Swirl,The Indie Game Website
rims-racing,,,,,,,,70.0,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,80.0,,,80,,,,81.0,,,,,,,,,,,,,,,,,,,,,,50,,,60.0,,75,,,80.0,,70.0,,,,,,,,,,,,,80.0,,,,,,,70.0,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,
assassins-creed-valhalla-dawn-of-ragnarok,,,,,,,,,,70.0,,,85,,,,,83.0,,,,,,,,,,60,,,,,,,,,,,,60.0,100,,90,,,81.0,,,,85.0,,,,,75.0,55.0,,,,73.0,,,,75.0,,,,,70,80.0,50.0,57.0,60,75,,,,,70.0,,,,,60.0,,,,,,,,70.0,,,60.0,,90.0,,,80.0,,,70,,,,,,,,,,,60,80.0,,,,,70.0,50,70.0,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,
grim-guardians-demon-purge,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,80,,,,,,60.0,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deliver-us-the-moon,,,,,,,70.0,,,,,,80,,,,,,,,,,,,70,,,,,,,,,,,,,,,80.0,,,,,,78.0,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sonic-frontiers,40.0,90.0,80.0,30.0,90.0,,,,60.0,80.0,,,80,,60.0,,,80.0,80.0,60.0,80.0,75.0,80.0,75.0,,40,,,,80.0,,,,70,,,80.0,80,40.0,60.0,,70.0,75,60.0,,82.0,80.0,,,80.0,75.0,30.0,,85,80.0,55.0,50,75,,70.0,84.0,75.0,,70.0,50.0,,80.0,,80,80.0,50.0,,80,65,,70.0,75.0,60.0,,,,60.0,,60.0,...,,...,,,85,...,,90.0,78.0,90.0,90,,76.0,60.0,80.0,80.0,80.0,72,83,,,80,,80.0,,80.0,,,70,90.0,,50.0,,,70.0,80,85.0,,74.0,,85.0,,70.0,69.0,70.0,78,,,80.0,81.0,,,,,,,,60.0,75.0,,90,70.0,70,55.0,,,,,,20.0,,...,,...,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nhl-23,,,,,,,,,,,,,65,,,,,,,,,67.0,,73.0,,70,,60,,,,,,,,,,,,,,,90,,,,59.0,,68,75.0,,,65.0,,59.0,,,,,,,,,,,,,,50,,80.0,,,,,,,60.0,,85.0,68.0,,,,,,,,,,,60.0,90.0,,80.0,,,,,,,,70,,,,,,,,,,,80,,,,,,,,,,,,,,,70.0,,,,,,72.0,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-diofield-chronicle,,,,,,,,,,,,,75,,,,,,,,,67.0,,,,,,,,,,,,70,,,,,,,,,,,80.0,,95.0,,,85.0,,,,70,60.0,,,,,,78.0,,,,,,,,60,85.0,,,,75,,,,,,,,,,50.0,,,,,,,,,,,,,,60.0,,60.0,,,73,74,,,,,70.0,,,,,,,,,,,,,,,,,80.0,,80.0,,,,,,,,,,,,,,,,65.0,,,60.0,,,80,60.0,,,,,,,,,,,,,,,78,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yurukill-the-calumniation-games,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,70.0,,,,,,,,,,75.0,,,60.0,,60.0,,,,,88,,,,,,,,,,,,,,,,,,,,,70.0,75.0,,,80.0,,,,,,63.0,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
in-sound-mind,,,,,,,,70.0,,,,,70,,,,,,,,,,,,,,,,,,,,,60,,60.0,,,,80.0,74,60.0,,,,,,,,,,,,80,,,,,80.0,,,,,,,,,,,,,,,,,,65.0,,,,,,,80.0,,,,,,,,,,,,,,,60.0,,,70.0,,,75,,,,,,,,,,,,83.0,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-dark-pictures-anthology-the-devil-in-me,,,,60.0,,,,,,70.0,,,75,,,80.0,,,,,,,80.0,75.0,,,60.0,80,,,80,,,,,,,,,,,,,,80.0,80.0,84.0,,72,80.0,,,,,,85.0,80,,40.0,65.0,,79.0,,,70.0,,70.0,,60,68.0,80.0,,70,70,,,,60.0,,,,65.0,,80.0,...,,,,,,,,80.0,70.0,,,,66.0,60.0,,80.0,,,,,,,,80.0,,,,,,50.0,,91.0,,,,,,,77.0,,78.0,,,,,,,60.0,,,,,80.0,,,,,,,,50,80.0,,,50,,40,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,50.0,,,,,75.0,,,,,,,,,,,,,,,,,,,,,
nickelodeon-kart-racers-3-slime-speedway,,,,,75.0,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,70.0,85,,,,,,,,,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,60.0,,,70.0,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elex-ii,,,,,,,,,,,,,65,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,80,,,,,,70.0,,80,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,50.0,,,,68,,,,,,,,,,,,,,,,80.0,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
worms-rumble,,,,,,,,,,,,,75,,,,,,,,,,,,90,,,,,,,,,65,,,,,,,,,,,,77.0,,75.0,,,,,,,,,,,,,,,,,,,,,70,,,,70,70,,,80.0,,,,,,,,,,,,,,,,,78.0,,,,,,,40.0,,78,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mxgp-2020---the-official-motocross-videogame,,,,,,,,80.0,,,,,60,,,,,,,,,,,,,,,70,,,,,,,,,,,,70.0,,,70,,75.0,,,,70,,,,,,,,,,,,,,,,,,70.0,,70,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,70.0,69,,,,,,70.0,,,,,,,,,,,,,,,65.0,,,,,73.0,,,,,,75.0,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
assassins-creed-valhalla-wrath-of-the-druids,,,,,75.0,,70.0,,,,,,80,,,,,,,,,,,,,,,60,,,,,,,70,,,,,70.0,,,,,,,,,,,,,,,,,,,,71.0,,,,,50.0,,,,80,,,,,65,,,,,,,,,,60.0,,,,,,,,,,,,,85.0,,,,,,75,,,,,,,,,,,70,,,,,,,70,,,,,,,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,70.0,,,,,,,,,,,,,,,,,,,,
maquette,,,,60.0,,,,,,,,,90,,,,40.0,,,,,,50.0,,,,60.0,80,,,,65.0,,,,,60.0,80,,70.0,,,75,,,78.0,85.0,,,,,,,,,70.0,,,,,,,,,60.0,,,,70,,,,70,75,60.0,,70.0,,70.0,,,,,,...,,...,,,,...,,,72.0,,80,70.0,,,80.0,,78.0,65,,,,,,,,,,,,,,,,,60.0,,,60,79.0,,,85.0,,70.0,,78,,,,,,,,,,,,,70.0,,,80.0,,,,,70,75.0,,,,,,,60.0,,,,,70.0,,,,,70.0,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demon-slayer-kimetsu-no-yaiba---the-hinokami-chronicles,,,,,,,,,,70.0,,,85,,,,,,,,80.0,,,65.0,,,80.0,70,,,,,,65,,50.0,,,,80.0,,,,,70.0,,70.0,,,,,,,,75.0,,,75,65.0,,,,,,50.0,,,,60,,,,,65,,,,80.0,,,,,,,...,,,,,,,,,,80.0,,75.0,,,,,,,,80,,,,70.0,,,,,70,,,,70.0,,60.0,,,,,,,,,,70.0,,,,,,,,80.0,,,,,,,,70,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,
spellforce-iii-reforced,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,80.0,70,,,,,,,,,,,,,,,80,,,,82.0,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,70,,,70.0,70.0,,,70,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
silt,,,,60.0,,,,,,,,,80,,,,,,,,,,,80.0,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trek-to-yomi,,,80.0,,,,40.0,,,80.0,,,85,60,,,,70.0,,,80.0,,,,,60,90.0,,,,,80.0,,,,,,,,80.0,,,,,,80.0,,,,90.0,70.0,,,95,,,,,,,67.0,70.0,,,70.0,,,,70,65.0,60.0,59.0,40,70,70.0,,80.0,,,,,75.0,,60.0,,,,,,,,,,70.0,,,,,,,,,75,,,,,,,,,,,,,,,,80.0,,50,,,71.0,,85.0,,,72.0,,,65.0,,85.0,,,,,,,,,70.0,70.0,,,70.0,,,50,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sherlock-holmes-chapter-one,,,,40.0,,,50.0,80.0,,,,,70,,,,,,,,,50.0,,,,70,,60,,,,,80.0,,,80.0,70.0,60,,80.0,,,80,,,,78.0,,,,,,,85,68.0,,,,,,92.0,,,80.0,,,75.0,,60,,,,,75,,,70.0,,,,,,,60.0,,,,,,,,,,80.0,,,,,80.0,60.0,,70.0,75,73,,,,,,,,,,,,,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,70.0,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cris-tales,,,,50.0,,,,70.0,,,,,70,,,,,,,,,,,,60,,,,,,,,,,,90.0,,,,80.0,,,,,,78.0,72.0,75.0,60,,,,,,,,,,,,74.0,,,75.0,,,,,80,,,,,75,,,,,,65.0,73.0,,,60.0,,,,,,,,70.0,,70.0,,,,,70.0,,,,,,,,,,,,,,,70,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,
aeterna-noctis,,,,,60.0,,,70.0,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,88.0,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,
star-ocean-the-divine-force,,,,,80.0,,,,,,,,,,,,,,80.0,,85.0,50.0,80.0,,,,90.0,80,,,,,,,,,,,,,,,,,,75.0,,,60,80.0,,,,85,55.0,,,,,,84.0,,,,50.0,,65.0,,60,,,,50,,,80.0,,40.0,60.0,,,,,,,,,,,,...,60.0,,74.0,,70,80.0,,,70.0,,70.0,75,69,,,,,,,,,,70,80.0,,,70.0,,70.0,,70.0,,,,80.0,,,70.0,,,65.0,,70.0,78.0,,,80.0,,,,,60.0,,,,65.0,,,60,,70,,,,,,,,,,80,,,,83,60.0,,70.0,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-callisto-protocol,30.0,,,50.0,,90,50.0,,70.0,,60.0,,75,90,,80.0,,,,,88.0,42.0,,85.0,50,60,50.0,50,,60.0,90,45.0,,60,,60.0,80.0,,,80.0,80,80.0,85,,75.0,90.0,79.0,83.0,44,85.0,,,85.0,70,70.0,65.0,...,80,65.0,66.0,40.0,82.0,,,80.0,60.0,95.0,,70,89.0,80.0,,60,75,,60.0,,100.0,,,,90.0,,40.0,...,...,...,...,...,,...,50.0,70.0,,,...,70.0,,60.0,60.0,,80.0,78,83,,,,,60.0,,,,,70,70.0,90.0,75.0,,80.0,70.0,90,75.0,,89.0,,75.0,85.0,75.0,,80.0,60,,,65.0,91.0,,30.0,60.0,,70.0,,,80.0,75.0,,,,,,,,,,60.0,,,,...,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zeus-quest---the-rebirth-of-earth,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,80.0,76.0,75.0,74.0,74.0,60.0,60.0,50.0,
a-jugglers-tale,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,70,65,,,60.0,,,,,,,,,,,,,,,,,,,70,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biomutant,,,,,,,,80.0,,,,,80,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lego-bricktales,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,85,,,,,,,,,,70.0,,,,,70,,90.0,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madden-nfl-23,,70.0,60.0,,,,,,,,,,60,,,,,,,,,,,80.0,,60,,,,,,,,,,,,,,70.0,,,85,,,,,,72,70.0,,,,,,,70,,,,,75.0,,,,,,,70,65.0,,,,70,,,,50.0,,,,,,60.0,...,,,,,65,,80.0,80.0,75.0,80.0,,,,,70.0,,,,,,,,,,,,,,,,70.0,,,,,,,,,,70.0,,,77.0,,75,,,,,,,,,,,,,,,30,,,,80,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,
dakar-desert-rally,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,85,,,,75.0,,60.0,,,70.0,,,,,,,,,,,,,,75.0,,,,,,,,,,75,,,,,,,,65.0,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-chant,,,,60.0,,,,,,60.0,,,70,,,,,,,,,,,,,,,60,,,,,,,,,,,,80.0,,,70,,,70.0,,,,80.0,,,,80,,,,75,,77.0,,83.0,,70.0,70.0,,70.0,,50,78.0,,,,,,,75.0,,70.0,,58.0,65.0,,50.0,...,,,,,,,,,,,,,,70.0,60.0,,75.0,,75,,,,,70.0,,,,,,,,,,,,,55.0,,,,80.0,75.0,,70.0,,,,,,81.0,,,50.0,,,,,90.0,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ghostbusters-spirits-unleashed,,,,,,,,,,,,,75,,,70.0,,,,,,,70.0,90.0,,,,,,,,,,80,,,,,,,80,,,,,,75.0,,,60.0,,,,70,,,,,50.0,,80.0,70.0,,,,,,,,,,,40,,,,,65.0,60.0,,,,,,,,,,,,,70.0,,,,,,,80.0,60.0,,,,68,80,,,,,,,,,,,,,,,80.0,,,,,,,65.0,,77.0,,,,,,,,,,,,,,,,,,80.0,60,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hell-let-loose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,70,,,,70.0,,,,,,,75,,,,,,,,,,,,,,,,,72.0,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-rumble-fish-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,50,,,,,,60.0,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,70.0,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,90.0,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thymesia,,,,,,,80.0,,,,,,,,,,,,,,,,70.0,82.0,,,80.0,,,,,,,70,,60.0,,,,70.0,,,,,,75.0,,,,74.0,,,,,,70.0,,,,73.0,61.0,,,,,,,,30,,,,,,,,,,,,,,,40.0,,,,,,70,,,,,,60,,,80.0,80.0,,,,,,,,,,,,,,,,70.0,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
disgaea-6-complete,,,,,,,,60.0,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,70.0,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,80.0,,,,,50.0,,,,,,,,60.0,,,,,,,,80.0,,70.0,,,,,,,,,,,,,,,,,,,,70.0,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jett-the-far-shore,50.0,,,80.0,,,,,,,,,65,,,,,,,,,,,,,60,,70,,,,,,,,,,,,,,,80,,,,62.0,,,,,,,,,50.0,,65,,,,,,,,,,,60,,,,,,,90.0,,,60.0,,,,,80.0,,,,,,,...,,,78.0,,,75.0,,,80.0,,,63,70,,,,,,,,,,,,,67.0,,,,,,,,,,,,70.0,,,,,,,,,80.0,,,,,70.0,,,,55.0,50,,,,,,60.0,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0
spacebase-startopia,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,74,,70,,,,,,,,,,,,,,,,,,80.0,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,
gotham-knights,50.0,,80.0,50.0,,75,60.0,,45.0,45.0,60.0,,80,50,,70.0,40.0,,,,88.0,42.0,,80.0,,50,50.0,80,,80.0,85,70.0,,,,,50.0,...,80.0,90.0,,,80,,75.0,75.0,86.0,,80,75.0,,74.0,70.0,85,80.0,60.0,,75,,65.0,,82.0,60.0,80.0,60.0,,,,70,75.0,50.0,,60,80,,50.0,70.0,80.0,70.0,,,70.0,40,60.0,,,,,,,...,70.0,50.0,72.0,70.0,80,,,70.0,70.0,,78.0,75,,,,,,70.0,,,60.0,,,50.0,,67.0,,,90.0,60,,,68.0,,,,75.0,79.0,,73,,,,80.0,,,,,,,,,,,,50.0,,,60,,80,,80.0,,,,...,...,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,
goat-simulator-3,,,,,,,,,,,,,70,,,,,,,,70.0,,,,,50,,,,,,,,,,,,,,,,,80,60.0,,,,,,65.0,,,,,,,,,,,,,,,,,80.0,,60,65.0,,,50,,,,,,,,,65.0,,,,,,,,,,80.0,,60.0,,,,,70.0,,,80.0,75,,,,,,,,,80.0,,,,70.0,75.0,70.0,,70.0,,,,69.0,,60.0,,,,,,,,,80.0,,,,,,,,,,,,80.0,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arkanoid-eternal-battle,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,60,,,,,75,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,60,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deliver-us-mars,,,,,,,,,,,,,70,,,60.0,,,,,,,,,50,,,,,,,,,,,,,,,80.0,,,70,,,,,,54,,,,,85,,,,,,,,,,70.0,,,,,70,,,80.0,,,,,,80.0,,,,,,,,,,,,,,,,,,70,60.0,,,70.0,,,,68,60,,,,,,,,,,,,67.0,,,,,,,,65.0,,80.0,,,,68,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madden-nfl-22,,78.0,,,,,,80.0,,,,,,,,,,,,,80.0,,,60.0,70,,,70,,,,,,,,,,,,70.0,,,,,,,,,76,,,,,,61.0,,,,,,,,,,,,45.0,,70,69.0,,,60,70,,,,,,,,,,,,,,,,,,90.0,,70.0,,,70.0,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,67.0,,,,,,,,50.0,,,,,70,,60,65.0,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,,,,,,,,,,,,,,,,,,,,,
