Name,Slant Magazine,Forbes,The Enemy,Edge Magazine,GameCritics,Carole Quintaine,BaziCenter,PlayStation Country,Vgames,PLAY! Zine,Telegraph,New York Daily News,PlayStation Universe,The Loadout,TrueGaming,IGN Spain,Het Nieuwsblad,Meristation,IGN Japan,Daily Star,Atomix,Gaming Age,Game Rant,Digital Chumps,TheGamer,GamesRadar+,Digitally Downloaded,Screen Rant,SECTOR.sk,VGC,Areajugones,CD-Action,Cultured Vultures,Destructoid,Game Revolution,GameMAG,Gamer.no,GamesBeat,GamesHub,GameSpew,Gaming Nexus,GAMINGbible,God is a Geek,Guardian,XGN,Hobby Consolas,COGconnected,MGG Spain,Impulsegamer,PSX Brasil,IGN Brasil,PSX Extreme,GRYOnline.pl,GamingTrend,Worth Playing,Gamer.nl,Malditos Nerds,Press Start Australia,App Trigger,GamePro Germany,Video Chums,MeuPlayStation,Post Arcade (National Post),Softpedia,Gameblog.fr,Gamepressure,PlaySense,Washington Post,Push Square,TierraGamer,Games.cz,Power Unlimited,Metro GameCentral,Jeuxvideo.com,VideoGamer,Inverse,PlayStation LifeStyle,Dexerto,Eurogamer Italy,GAMES.CH,New Game Network,JeuxActu,T3,PLAY,3DJuegos,Ars Technica,Eurogamer,Giant Bomb,Kotaku,Launcher (The Washington Post),Polygon,Hardcore Gamer,We Got This Covered,Vandal,Attack of the Fanboy,TheSixthAxis,Noisy Pixel,Gamersky,Finger Guns,GamingBolt,Cubed3,Multiplayer.it,Everyeye.it,SpazioGames,But Why Tho?,Digital Spy,DualShockers,Variety,GameOver.gr,Trusted Reviews,IGN Portugal,VG247,MMORPG.com,IGN,IGN Adria,PC Games,Player 2,Siliconera,The Independent,Twinfinite,Gfinity,Checkpoint Gaming,EGM,4Players.de,INVEN,GamersRD,KeenGamer,LevelUp,IGN Italia,MGG,Game Informer,Oyungezer,GameByte,CGMagazine,The Games Machine,GameStar,The Jimquisition,Hey Poor Player,Stevivor,M3,Merlin'in Kazanı (Turkey),Android Central,IGN France,Easy Allies,PCMag,Shacknews,WellPlayed,GameSpot,AusGamers,Comicbook.com,ZTGD,GameSkinny,GameGrin,NME,Digital Trends,British GQ,CNET,The A.V. Club,The Verge,LEVEL (Czech Republic),The Sydney Morning Herald,Wccftech,LaPS4,IndieWire,Playstation Official Magazine UK,RPG Fan,RPGamer,Critical Hit,RPG Site,DarkStation,USgamer,Game World Navigator Magazine,Vice,Shindig,Game Over Online,The Mako Reactor,GameSpace,Gamer Escape,NPR,Gamereactor UK,Eurogamer Poland,Gamers Heroes,Quarter to Three,Mashable,Pure Playstation,Gamers' Temple,The Escapist,Gamereactor Spain,GGRecon,The So Videogames Podcast,Gamereactor Finland,Movies Games and Tech,Road to VR,Eurogamer Germany,UploadVR,GameCrate,The Digital Fix,Hot Games,GamePro,Sports Gaming Network,GamerWeb Sega,Da Gameboyz,Gaming Maxx,Dreamcast HQ,Happy Puppy,DC Swirl,The Indie Game Website
elden-ring,100.0,100.0,100.0,100.0,100.0,100,100.0,100.0,100.0,100.0,100.0,100.0,100,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100,100.0,100,100.0,100.0,100,100.0,100.0,100,100,100.0,100.0,100,100.0,100.0,100,100.0,100,100.0,98.0,98.0,98.0,97.0,96,95.0,95.0,95.0,95.0,95,95.0,95.0,95,95,95.0,94.0,93.0,92.0,90.0,90.0,90.0,90.0,90.0,90.0,90,90.0,90.0,90.0,90,90,90.0,90.0,90.0,90.0,90.0,90.0,85.0,85.0,80,80.0,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-witcher-3-wild-hunt---complete-edition,,,,,,,,,,,,,90,,,,,,,,,100.0,90.0,65.0,,,,100,,100.0,,75.0,,,,,,,,,90,,100,,,95.0,95.0,,100,100.0,,,80.0,,,,,,,,,95.0,,,100.0,90.0,,,90,,,,...,95,,,,,,94.0,,,,,,,,,,,...,100.0,100.0,100.0,100.0,100,95.0,94.0,90.0,90.0,90.0,90.0,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
god-of-war-ragnarok,100.0,95.0,100.0,70.0,,100,100.0,,90.0,90.0,100.0,,100,90,90.0,90.0,80.0,95.0,100.0,100.0,100.0,91.0,100.0,100.0,80,90,80.0,90,95.0,100.0,100,90.0,,90,90,90.0,100.0,90,100.0,100.0,100,90.0,100,80.0,98.0,97.0,97.0,98.0,98,100.0,100.0,,85.0,100,94.0,90.0,90,95,100.0,93.0,91.0,100.0,90.0,95.0,100.0,95.0,95.0,,100,92.0,90.0,90.0,80,95,100.0,80.0,90.0,100.0,90.0,91.0,80.0,95.0,100,100.0,...,...,...,,...,95,...,90.0,100.0,98.0,100.0,90,,95.0,100.0,100.0,,90.0,95,95,100,100,100,100.0,100.0,100.0,100.0,100.0,100.0,100,100.0,100.0,100.0,100.0,100.0,100.0,100,100.0,100,97.0,97.0,96.0,95.0,95.0,95.0,95.0,95,95.0,95.0,95.0,94.0,93.0,90.0,90.0,90.0,90.0,90.0,90,90.0,90.0,90,90,90.0,90,90.0,90,85.0,80,80.0,80.0,80.0,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hades,,,,,,,100.0,,,,,,100,,,,100.0,,,,,,,90.0,,,,90,,,,,,,,90.0,,,,90.0,100,,95,,,93.0,,,100,,,,,,95.0,,,,,,,,,90.0,,,95.0,,90,95.0,,92.0,,90,,,100.0,,,,,,,90.0,,,,,,,,,,90.0,90.0,,,,90.0,,100.0,,92,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,85,,,,95.0,,,,,80.0,,,,,,,,,,,95.0,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demons-souls,,90.0,,90.0,,,100.0,90.0,100.0,,,,100,,90.0,90.0,,,90.0,,95.0,100.0,100.0,95.0,100,,100.0,90,,100.0,94,90.0,,95,90,90.0,90.0,100,,,95,90.0,100,,90.0,92.0,95.0,92.0,100,,,,,85,,90.0,90,90,,90.0,84.0,,90.0,,80.0,,85.0,,100,,90.0,82.0,90,90,90.0,,90.0,,90.0,,,90.0,,,95,...,...,,...,100,...,90.0,90.0,95.0,90.0,90,,93.0,,90.0,,88.0,88,88,,,90,,90.0,100.0,,100.0,,90,,,100.0,,,,,,100,90.0,,,,,,90.0,93,,,100.0,85.0,,,,75.0,80.0,90.0,90,,90.0,,80,99.0,90,78.0,100,95.0,90,95.0,,,,,...,,100.0,95.0,95,91.0,91.0,90.0,90,90.0,90.0,90.0,90.0,90.0,87.0,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
persona-5-royal,,,,,,,,,,90.0,,,90,,,,,,,,,100.0,,,,,,,,,,60.0,,,,,,,,90.0,95,,,,,,,,,98.0,,,,,,,,,,,,,,100.0,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tony-hawks-pro-skater-1-+-2,,,,,,,,,,,,,95,,,,,,,,,100.0,,,100,,,,,,,,,,,,,,,90.0,,,,,,80.0,95.0,,,,,,,75,90.0,,,,,,,,,,,,,,80,,,,,,,,100.0,,,90.0,,,,,,,,,,,,80.0,,,,,,,80.0,,,90.0,,,,,,,,,,,,,,,,,,,100,,,88.0,,,,,,,,,,95.0,85.0,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final-fantasy-xiv-endwalker,,,,80.0,,,,,,,,,95,,,,,,,,,,,,,90,,100,,,,,,90,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,90.0,,,,,80.0,,,,,,,,,,,,90,,,,,,90.0,,,,,,,,,,,,...,,,,,,90.0,,,,,,,,,,,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final-fantasy-vii-remake-intergrade,70.0,,,,,,,,,90.0,,,90,,,,100.0,87.0,90.0,,95.0,,90.0,,,,,,,100.0,,,,80,,,,,,,85,,,,75.0,88.0,,83.0,,,,,,90,90.0,85.0,,,,,86.0,,,,80.0,,,,80,91.0,80.0,85.0,80,90,,,100.0,,,,,,,100.0,,,,,,,,80.0,100.0,90.0,100.0,90,,,,90.0,90.0,94.0,95,,,,,,,,,,90.0,,,,,90.0,,,,,,84.0,,,,90.0,,85.0,,,,,90.0,,,90.0,,,88.0,90,,,,,,100,,80,80.0,90,90.0,,,,,,,,,96,,,,,,,,,,,,100.0,97.0,95.0,90.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dead-space,,,100.0,,,95,,,,80.0,,100.0,90,90,,,100.0,90.0,,100.0,96.0,100.0,90.0,90.0,80,90,,90,90.0,,90,80.0,,85,80,90.0,,100,,90.0,95,80.0,90,80.0,94.0,91.0,87.0,,90,95.0,,,95.0,90,90.0,,95,,,,,92.0,,85.0,100.0,90.0,,,80,95.0,90.0,97.0,70,85,,,90.0,,,,,85.0,,,...,,...,,...,,...,90.0,80.0,95.0,,,100.0,,90.0,100.0,,85.0,90,,,,,,90.0,,90.0,100.0,,,90.0,,,,,100.0,90,85.0,100,86.0,,90.0,,90.0,90.0,,90,,90.0,90.0,95.0,,50.0,,,,,,80.0,90.0,,90,90.0,,,90,,,,,80.0,,,...,...,,,80,,,,,,,,,,,...,,,,,,90.0,80.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,
the-stanley-parable-ultra-deluxe,80.0,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,90,,,,,,,,,,,,,,,80.0,,,,,,,...,,,,,,,,100.0,,,,90,,,,,,,,,,,,,,,,,,,,,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
disco-elysium-the-final-cut,,,,,,,95.0,90.0,,,,,70,,,,,,,,,,,,80,,,,,,,,,,,90.0,,,,,,100.0,95,,,,,87.0,,,,,,,,,,,,,,,,85.0,,,,,90,85.0,,,80,90,,,90.0,,,,,,,90.0,,,,,,,,80.0,,85.0,,100,,,,90.0,,90.0,88,,,,,,80.0,,,,,100,,,,,,,,,,88.0,,,,,,,90,,,80.0,,,,,,,,,,,,,90.0,,,,,90,,,,,,,...,,,,,,,,,,100.0,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,
devil-may-cry-5-special-edition,,,,,90.0,,,,,,,,90,,,,,,,,,,,90.0,,,,,,,,90.0,,...,,,,,,90.0,,,,,,90.0,80.0,,,,,,,90,,,,90,,,85.0,,,,80.0,,95.0,,90,,90.0,,90,90,,,,,80.0,,,85.0,,,,,,,,,,80.0,,85.0,,,,95.0,,,90.0,90.0,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,92.0,,,80.0,,,84.0,,,,,,,,,,,90,,,,,,,,100.0,,98,,,90.0,,,90.0,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-last-of-us-part-i,,,80.0,,,100,90.0,90.0,95.0,60.0,80.0,,90,100,,90.0,80.0,85.0,80.0,100.0,90.0,100.0,90.0,100.0,,80,,90,85.0,100.0,85,80.0,,...,80,,90.0,70,100.0,100.0,100,90.0,100,,75.0,92.0,,,96,100.0,,,90.0,80,90.0,85.0,80,90,,90.0,83.0,84.0,100.0,,100.0,85.0,,,80,90.0,90.0,95.0,80,85,90.0,100.0,90.0,85.0,90.0,92.0,,95.0,60,80.0,...,...,,...,,90,,80.0,80.0,90.0,60.0,90,,100.0,,90.0,,90.0,85,96,,,90,,100.0,90.0,90.0,100.0,,90,90.0,100.0,100.0,80.0,80.0,100.0,90,90.0,100,91.0,90.0,90.0,100.0,,85.0,80.0,,95.0,90.0,90.0,92.0,,,,65.0,,84.0,90,100.0,85.0,70,...,90.0,80,,90,80.0,70,,100.0,90.0,...,,...,...,,,90,90.0,,,,,,,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratchet-clank-rift-apart,60.0,,,70.0,,90,95.0,80.0,100.0,100.0,80.0,,75,,90.0,75.0,100.0,90.0,90.0,100.0,94.0,100.0,90.0,95.0,90,100,80.0,90,,80.0,90,90.0,,90,90,90.0,70.0,100,,90.0,95,100.0,95,80.0,85.0,91.0,93.0,90.0,100,,,,85.0,95,89.0,85.0,90,95,,90.0,86.0,,90.0,,80.0,95.0,80.0,70.0,80,90.0,100.0,95.0,70,90,80.0,,95.0,,80.0,91.0,76.0,85.0,,100.0,...,...,...,,...,100,...,90.0,100.0,93.0,90.0,90,90.0,,,90.0,,94.0,85,82,100,80,90,,100.0,90.0,90.0,100.0,,90,,,91.0,,,,70,80.0,100,91.0,,,90.0,85.0,84.0,90.0,90,,80.0,90.0,93.0,,,90.0,90.0,80.0,90.0,90,90.0,85.0,100,90,95.0,90,80.0,100,90.0,100,95.0,80.0,80.0,...,,...,...,100.0,90.0,95,93.0,75.0,,,,95.0,,,,78.0,...,90.0,97.0,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,
it-takes-two,90.0,,,,85.0,95,,,,,,,90,,,,,,,,90.0,,100.0,95.0,90,100,,90,,80.0,80,70.0,,,95,,90.0,100,,90.0,,,,,93.0,,80.0,,,,,,,85,87.0,,90,75,,90.0,91.0,,,,90.0,,95.0,90.0,80,,90.0,,80,90,,,90.0,,,,83.0,80.0,,,,,,,,,,,90.0,,,,90.0,,,,,87.0,,,,,,,,90.0,,,,90,,,,,,,,90.0,,91.0,,,,,,,,,85.0,,,,,,,80.0,88.0,,,,,,85.0,,,,,,,,90.0,,,,,,,80,,,80.0,,,,,,,,,,,,,,,,,,,...,,,,,,,,,,,,,,,,,,,,,,,
deathloop,70.0,,,90.0,70.0,90,90.0,80.0,95.0,90.0,100.0,,100,90,85.0,80.0,100.0,,,,92.0,,90.0,100.0,100,90,90.0,70,,100.0,90,90.0,85.0,90,80,80.0,90.0,100,,90.0,95,80.0,95,100.0,90.0,90.0,90.0,90.0,100,,,,90.0,80,85.0,85.0,87,90,,90.0,,,80.0,70.0,,,80.0,70.0,80,90.0,80.0,83.0,70,80,80.0,80.0,95.0,90.0,80.0,89.0,,,,100.0,...,,...,,...,90,...,,80.0,85.0,90.0,100,85.0,84.0,90.0,70.0,90.0,90.0,82,82,,,95,,80.0,90.0,,100.0,,100,,,100.0,,,90.0,90,,100,82.0,,,,,90.0,,90,,,85.0,90.0,,,90.0,85.0,80.0,85.0,90,80.0,80.0,80,90,90.0,100,90.0,90,95.0,100,,100.0,70.0,...,,...,...,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,
horizon-forbidden-west,90.0,,80.0,70.0,,90,90.0,,95.0,90.0,60.0,,95,80,90.0,90.0,60.0,93.0,,100.0,95.0,91.0,90.0,90.0,80,90,90.0,90,90.0,100.0,90,90.0,,85,90,90.0,60.0,...,100.0,100.0,100,80.0,100,80.0,98.0,90.0,94.0,94.0,100,100.0,85.0,,90.0,100,95.0,90.0,85,100,90.0,89.0,89.0,96.0,95.0,,90.0,90.0,75.0,70.0,90,90.0,90.0,89.0,80,95,,90.0,100.0,90.0,80.0,92.0,80.0,95.0,80,80.0,...,...,...,...,...,90,...,80.0,,94.0,80.0,90,,90.0,,100.0,,90.0,90,91,90,60,,,100.0,80.0,90.0,80.0,95.0,90,90.0,,100.0,90.0,,100.0,,100.0,80,92.0,,,,85.0,90.0,85.0,93,,95.0,90.0,93.0,,,90.0,65.0,90.0,90.0,100,80.0,90.0,90,90,90.0,80,70.0,80,85.0,,,80.0,80.0,...,...,...,...,,,90,,,,93,,,80.0,,,,...,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mortal-kombat-11-ultimate,,,,,,,,80.0,,,,,,,,,,,,,,,,94.0,,,,90,,,,85.0,,,,,,,,90.0,,,100,,,,,,,,,55.0,,80,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,90.0,90.0,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,86.0,,,,,,95.0,,,,,,,,,,,,,,,,,,90.0,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ghost-of-tsushima-directors-cut,,,,,,85,90.0,,90.0,90.0,,,95,,80.0,,100.0,,,100.0,,100.0,90.0,100.0,80,,,90,,80.0,90,80.0,90.0,90,85,90.0,,,,90.0,,70.0,95,80.0,,91.0,95.0,83.0,90,,,,,90,95.0,80.0,85,90,,,96.0,,,,80.0,,,,90,85.0,90.0,82.0,80,85,,,90.0,,90.0,90.0,,,,90.0,...,,,,,90,...,90.0,,80.0,90.0,,,74.0,,90.0,,84.0,78,...,,,,,90.0,,90.0,,,,,,100.0,,,,90,90.0,,,,,,,83.0,85.0,...,,,95.0,88.0,,,,,,82.0,80,80.0,,90,...,95.0,,,90,90.0,,,80.0,,...,,,,80.0,,,92.0,,,,,,,,,,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-nioh-collection,,,,,,,,,,,,,90,,,,,85.0,,,,83.0,,90.0,,,100.0,,,,,80.0,,,90,80.0,,,,100.0,90,,95,,,,,82.0,88,,,,,90,,,,,,,,,,,80.0,,,,70,,90.0,,90,75,,,,,,,,,,,,,,,,,,90.0,90.0,80.0,,,,,,80.0,,,...,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,80.0,88,,,90.0,90.0,,,,,80.0,,,80.0,,,,90.0,,,,,90,,,,,,,,,,,88.0,,90.0,,,,,90.0,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gran-turismo-7,,,80.0,90.0,,,95.0,80.0,80.0,90.0,80.0,,90,80,90.0,90.0,80.0,87.0,80.0,90.0,92.0,100.0,80.0,90.0,100,90,100.0,80,80.0,60.0,90,85.0,80.0,85,85,80.0,100.0,90,100.0,90.0,90,80.0,100,80.0,90.0,90.0,96.0,90.0,84,90.0,85.0,,70.0,85,85.0,85.0,85,90,,88.0,,92.0,80.0,,80.0,70.0,85.0,,90,89.0,80.0,92.0,90,85,100.0,,100.0,90.0,80.0,89.0,78.0,80.0,,90.0,...,...,...,,,,...,100.0,90.0,84.0,90.0,90,,90.0,,100.0,,,85,76,,,85,,100.0,90.0,90.0,100.0,,90,90.0,90.0,100.0,,,80.0,100,90.0,,82.0,,100.0,,87.0,94.0,90.0,88,,70.0,90.0,90.0,,,80.0,75.0,90.0,,80,80.0,85.0,,90,90.0,80,91.0,90,,,,80.0,80.0,...,,,...,,,90,,,,,,,,,,,,100.0,98.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guilty-gear--strive-,,,,,,,,,,90.0,,,85,,,85.0,,,,,88.0,100.0,,,90,,90.0,80,,,90,80.0,,85,,,80.0,,,80.0,,,,,,86.0,90.0,,,,,,,85,85.0,,,,,,84.0,,,,80.0,85.0,90.0,,90,,,,90,85,,,,,90.0,85.0,,,,90.0,...,,...,,...,,,,,90.0,90.0,80,100.0,,,80.0,90.0,,,90,,,,,,,,,,90,,,100.0,,,,,,,82.0,,,,,85.0,85.0,,,,,86.0,,,90.0,,,90.0,,,90.0,,90,,80,,,85.0,90,,80.0,,,,,,,,84,,,,,,90.0,,,,,,90.0,,95.0,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,
uncharted-legacy-of-thieves-collection,,,,,,,90.0,,90.0,90.0,80.0,,95,,90.0,,,85.0,,100.0,85.0,91.0,100.0,95.0,90,,70.0,100,90.0,100.0,90,90.0,85.0,...,90,90.0,,,,90.0,90,90.0,100,80.0,75.0,91.0,90.0,88.0,96,,,,,95,85.0,90.0,85,95,,,82.0,95.0,,,,,,,90,89.0,90.0,,80,80,,,,,80.0,90.0,,80.0,80,90.0,...,,...,,,80,...,80.0,80.0,85.0,80.0,...,,92.0,,80.0,,90.0,,,,80,,,90.0,,80.0,,,,90.0,,100.0,100.0,,90.0,,85.0,,,,,,80.0,90.0,90.0,,,85.0,95.0,92.0,,,,70.0,,88.0,80,,,,,75.0,80,,90,80.0,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monster-hunter-rise,,,,,,,,,,80.0,,,85,80,,,,,,,,100.0,90.0,90.0,,,,90,,,,,,,,,,,,90.0,85,,95,,,,90.0,,,85.0,,,,90,,,,,,,,83.0,,,80.0,,,,90,84.0,90.0,,,,,,80.0,,,,,,,90.0,,,,,,,,,,92.0,80.0,90,90.0,,,80.0,,,,,,,,,,,,,,,,90.0,,,,,,,,85.0,,90.0,,90.0,,,,,,80.0,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
destiny-2-the-witch-queen,,,,,,,,,,,,,95,,,,,,,,,,,,,,,90,,,,,,,,,,,,,95,,90,,92.0,,,,,90.0,,,,...,,,,,,,,,80.0,,,,,,80,,,,,,,,,90.0,,,,,,80.0,,,,,,,,80.0,,,90.0,,,,90.0,,,,90,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,90,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inscryption,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,95.0,,,95.0,,,,,,,,,,,,80.0,,,,,,,80,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicory-a-colorful-tale,,,,,,,,90.0,,,,,90,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,80.0,,90.0,,,,80.0,,,,,,,,95,,,,,,,80.0,,,,,,,,90,,,,80,85,80.0,,,,,,,,,90.0,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,90,,,,,,,90,,,,,,,,70.0,,,,,,,,,100.0,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,
tales-of-arise,,,,80.0,,,,,,90.0,,,85,,85.0,80.0,,,,,84.0,83.0,100.0,,,,100.0,90,,,90,85.0,,85,,90.0,,,,90.0,,,100,,85.0,90.0,87.0,,,,,,,95,,80.0,,80,,85.0,92.0,,,90.0,90.0,,85.0,,90,,80.0,85.0,,85,,80.0,90.0,,80.0,87.0,,,,80.0,,,...,,...,,,80.0,90.0,84.0,90.0,90,90.0,85.0,80.0,80.0,80.0,85.0,,83,,,,,90.0,,90.0,,,90,,,91.0,,,80.0,100,80.0,80,,,,,,90.0,80.0,93,,80.0,,86.0,,,,90.0,,,,80.0,85.0,,90,90.0,70,,80,,90,,80.0,100.0,,,,,,,90,,,,93,90.0,,90.0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
octopath-traveler-ii,,,,,,,,,,,,,90,,,80.0,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,90.0,,,,,86.0,,,,,,,,,90,88.0,,85.0,,85,,,,,,,,,,,,,,,,,,80.0,,,,,,89.0,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,90.0,,85.0,,80.0,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crash-bandicoot-4-its-about-time,,,,,,,,,,,,,95,,,,,,,,,91.0,,95.0,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,85,,,,,,,,,,,80,,,,,80,,,95.0,,,,,,,,,,,,,,,80.0,,,90.0,,,,90.0,,80.0,90.0,...,,,,,,,,,,,,,,,,,,,,,83.0,,,,,,,,,,85.0,91.0,,,,,,,,,,,,,80,,,,,,,,,,,,100.0,,,,,80.0,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,
yakuza-like-a-dragon,,,,,,,,,,,,,85,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,94.0,,,86.0,,,,,,,,,,90.0,,,,80,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,80.0,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cult-of-the-lamb,,,,,,,,,,,,,90,,,,,,,,,,,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,,,,,,,80,,80.0,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tactics-ogre-reborn,,,,,,,,,,,,,80,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,80,,,,,80.0,86.0,,,95.0,,,,,90.0,,,,,,85.0,,,85.0,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,90.0,,,,,,,,,,,,,80.0,,91.0,,,90.0,,75.0,,,,85.0,,85.0,88.0,,,,,,,,,,,,,,,,,80,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atari-50-the-anniversary-celebration,,,,,,,,80.0,,,,,90,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,80.0,88,,,,,,90.0,,,,,,,90,,,,,,,87.0,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,
tunic,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,85.0,,,,,,,95,,,,,,,82.0,,,,,,,,80,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
