Name,GameGrin,Shindig,KeenGamer,GameSpot,Wccftech,Ragequit.gr,IGN,TrueGaming,Press Start Australia,PCMag,Game Informer,Polygon,CPUGamer,Playboy,GameSpy,GamerArchive,Cincinnati Enquirer,eToychest,Adrenaline Vault,Gamer.tv,GamerFeed,Thunderbolt,Eurogamer,Xequted,G4 TV,GamePro,Times Online,Computer Games Magazine,The Sydney Morning Herald,Just Adventure,Four Fat Chicks,Frictionless Insight,Gaming Age,Boomtown,Total Video Games,Edge Magazine,Play Magazine,Yahoo!,Gamers Depot,Armchair Empire,The New York Times,GMR Magazine,Australian GamePro,Game Chronicles,Inside Gamer Online,VIA Gamers Arena,IC-Games,PC Gamer,Jolt Online Gaming UK,Gaming Horizon,Computer and Video Games,Game Over Online,Gamezilla!,Worth Playing,GameBiz,PGNx Media,AtomicGamer,Games Radar,PC Format,Gamer's Hell,XGP Gaming,Play.tm,3DAvenue,Gamers Europe,FiringSquad,IncGamers,Game Power Australia,Next Level Gaming,GamingTrend,Computer Games Online RO,Electric Playground,GameZone,GameSpot AU,My Gamer,WHAM! Gaming,Gamers' Temple,TotalGames.net,ActionTrip,Gaming Nexus,PC Gameworld,Warcry,Game Revolution,Cheat Code Central,1UP,Computer Gaming World,GameShark,GameCritics,Gamenikki,VGPub,netjak,DarkStation,CD-Action,GameOver.gr,LEVEL (Czech Republic),Impulsegamer,Gamer.no,DarkZero,AusGamers,Games.cz,We Got This Covered,Gameplanet,Atomix,God is a Geek,LevelUp,Gamer.nl,Eurogamer Italy,GameWatcher,PCGamesN,Twinfinite,Hardcore Gamer,Guardian,JeuxActu,VideoGamer,Eurogamer Poland,Meristation,Attack of the Fanboy,Gameblog.fr,GamesVillage.it,IGN Spain,Hobby Consolas,Vandal,SpazioGames,NZGamer,InsideGamer.nl,Hooked Gamers,PC Games,GRYOnline.pl,XGN,Merlin'in Kazanı (Turkey),3DJuegos,Digital Chumps,GameStar,PC PowerPlay,Digitally Downloaded,Dealspwn,Critical Hit,4Players.de,CGMagazine,GameTap,Game Almighty,GamerNode,AceGamez,Gamer 2.0,GamingExcellence,Game Positive,IGN AU,YouGamers,GameTrailers,Deeko,All Game Guide,Hot Games,Happy Puppy,GameDaily,The A.V. Club,PC Zone UK,PC Gamer UK,Digital Entertainment News,Just RPG,DailyGame,GamePower,CheckOut,Daily Radar,Quandary,Antagonist,Da Gameboyz,Gamer's Pulse,GamerWeb PC,CNET Gamecenter,Spank!,Game Rant,The Mako Reactor,Tech-Gaming,PC Invasion,Oyungezer,"Rock, Paper, Shotgun",PC Games (Russia),Adventure Gamers,GamesRadar+,Destructoid,Giant Bomb,Gaming Target,Bit-Gamer,GamingXP,Absolute Games,Cynamite,Pelit (Finland),Eurogamer Spain,Gamers.at,Gamereactor Denmark,Gamekult,Everyeye.it,MEGamers,PC Master (Greece),Level7.nu,Eurogamer Portugal,Total PC Gaming,RPGamer,D+PAD Magazine,Gamereactor Sweden,Gamervision,Multiplayer.it,RealGamer,IGN UK,9Lives,Kikizo,RPG Fan,PC Arena,GameNow,Pregaming,Hyper Magazine,Machinima,Toronto Sun,games(TM),Telegraph,The Escapist,Joystiq,Eurogamer Sweden,ZTGD,Games Master UK,Eurogamer Germany,GamesBeat,Riot Pixels,GameFront,NowGamer,Entertainment Weekly,BonusStage,GameSkinny,M3,NME,VG247,Hey Poor Player,Noisy Pixel,WellPlayed,Gamersky,The Games Machine,MMORPG.com,Gamers Heroes,Stevivor,Easy Allies,GameByte,Checkpoint Gaming,IGN Italia,GameSpace,RPG Site,GamingBolt,IGN Portugal,Jeuxvideo.com,Trusted Reviews,IGN France,MGG,Shacknews,But Why Tho?,Comicbook.com,Digital Trends,Cubed3,Siliconera,The Verge,Vice,PALGN,RewiredMind,PCWorld,Quarter to Three,Ten Ton Hammer,PLAY! Zine,Washington Post,Gamestyle,Softpedia,GameCrate,Ars Technica,Gaming Illustrated,Launcher (The Washington Post),GameSpew,Gfinity,Kotaku,Screen Rant,Windows Central,Daily Star,GMW3,Road to VR,UploadVR,DualShockers,VGC,COGconnected,Areajugones,Power Unlimited,Game World Navigator Magazine,Malditos Nerds,TheGamer,USgamer,Game Debate,Metro GameCentral,The Overpowered Noobs,British GQ,CNET,PlayGround.ru,Vgames,TheSixthAxis,Post Arcade (National Post),New Game Network,VideoGamesLife,Gamer Limit,Video Game Talk,BigPond GameArena,Wired,The Digital Fix,GamePen,Media and Games Online Network,Evil Avatar,New York Daily News,BaziCenter,SECTOR.sk,IGN Adria,TierraGamer,Gamepressure,IGN Japan,Cultured Vultures,Detroit Free Press,AltGaming,Stuff,Pelaaja (Finland),Maxim Online,Cinescape,Game Fan,Operation Sports,Play (Poland),The Jimquisition,Kill Screen,GamesHub,Dexerto,Gamer Escape,Inverse,Het Nieuwsblad,Brash Games,Sporting News,Examiner,Sports Gaming Network,Voodoo Extreme,Player 2,INVEN,HellBored,Gameplayer,Variety,Forbes,Arcade Sushi,IBTimes UK,The Daily Dot,IGN Sweden,MGG Spain,GotNext,PTGamers,NTSC-uk,GameBrink,Strategy Gamer,Gameplayer Sweden,GameFocus,WonderwallWeb,The Indie Game Website,Slant Magazine,FHM,Next Generation Magazine,Digital Spy,EGM,FANDOM,Finger Guns,GameMAG,Mashable,Buried Treasure,App Trigger,GamesNation,GamersRD,ICXM,High-Def Digest,IGN Denmark,TouchArcade,GAMINGbible,Movies Games and Tech,Time,Glixel,GAMES.CH,The Enemy,SomosXbox,XboxEra,The Indie Informer,Gamereactor Finland,Gamereactor UK,Metro Montreal,Carole Quintaine,CalmDownTom,PlaySense,UGO,Let's Play Video Games,Village Voice,GameReviewer,The Loadout,The Independent,GamePro Germany,Android Central,NPR,GGRecon,TotalPlayStation,PSX Extreme,Xbox Tavern,Pure Xbox,IGN Brasil,IndieWire,Play UK,PlayStation LifeStyle,PSM3 Magazine UK,Grab It Magazine,Wired UK,BBC Sport
need-for-speed-payback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,55.0,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ship-simulator-2008,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,,,,68.0,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,64.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
warsaw,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,66.0,,,70.0,,,,,,,,,,,,60.0,70.0,70.0,40.0,,,,,60.0,,,,,,,50,,,,,,,,,,,,,,,,78.0,,,,,60.0,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,60,,...,,,,,,,,,,,,,,,,,,,,,,50.0,,,,55.0,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,83.0,,,,,,,70.0,90,,,,60.0,,,71.0,,,,,,,,,,,,,,65.0,,,65.0,,,,,,,,50.0,,,,,,,,55.0,,,34.0,,,,,60.0,,,,,,60.0,,,,,,,,,,,,,65.0,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
need-for-speed-world,,,,,,,60,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,60.0,,65.0,,,,,,,,,,,,50.0,,,,,,,,,,50.0,,,,,,,,,,,50.0,70,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,70.0,,,,,,,,,64.0,,,,,,56.0,,,,,,,,69.0,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,77.0,,,,,72.0,60.0,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devastation,,,,63.0,,,74,,,,,,,,67.0,,,,70.0,,,20.0,,,40.0,,,40.0,,,,,67.0,,,,,,,,,,,79.0,,,,73,,,,75.0,78.0,,,,,,,,,,,,39.0,,,,,,75.0,88.0,,,,,70.0,70.0,,60.0,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lone-ruin,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,80.0,,78.0,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hood-outlaws-legends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,68,,,,,,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,70.0,,,,,,,,,50,,,,60.0,,60.0,,,,,,,,,,,,,,60.0,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,60.0,,,75.0,70.0,,,,,70.0,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,50.0,,,,,,,,,,,,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
republic-the-revolution,,,,69.0,,,72,,,,60.0,,,,68.0,,,,,,,,60,,40.0,,,40.0,,,,,,,80.0,60.0,,70.0,,,,50.0,,,,,,50,,,,70.0,,,,,,,78.0,73.0,,,,,,,,,,,,68.0,,,,,70.0,74.0,,,,42.0,,,50.0,,,,,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-settlers-history-collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,60.0,,,,,,,,,,80,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
total-war-rome-ii---empire-divided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,70.0,,,,,,,70.0,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rise-of-industry,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,60.0,,,,,,,,,70.0,,,,,,,,,,,,,,,,,70.0,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
war-of-the-vikings,,,,,,,35,,,,65.0,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,70.0,,,,,,,,,,,,,,,65.0,,,70.0,,,,63.0,,,75,,60.0,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,60.0,,45.0,,,,,,,,,,,,,,50.0,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
silent-hunter-5-battle-of-the-atlantic,,,,50.0,,,57,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,81.0,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,50.0,50.0,,,,,,,,,,,50,53.0,,,,,,,,,,,,,,77.0,,,65.0,,,,,,85,,68,70.0,,,,,,,,,,,,,,,,,,,,,,49.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,50.0,79.0,,70.0,,,60.0,,,,40.0,,,,,,70.0,,,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xiii-century-death-or-glory,,,,75.0,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chrome-specforce,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,50.0,,,,,,,,,,,,72.0,,62.0,,,60.0,,70.0,,,,,65.0,90.0,,,,,,70.0,,,,70.0,,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
necromunda-hired-gun,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,60.0,,80.0,,,,,80.0,,,,,,,60,50.0,60.0,,,,,,,,60.0,,,,,85.0,53.0,,,60.0,,,,,...,,70,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,62.0,,,,,60,,,60,,,,,78.0,,,,,,50.0,59.0,,,,,50.0,,,60.0,,,,,,,,,,,,60.0,,80.0,,,,,,,,,,,,,,,,,,,70.0,,,69.0,,,,,,,,,,,70.0,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
silverfall,,,,65.0,,,55,,,,60.0,,70.0,,50.0,,,,,,,,60,,40.0,60.0,,,,,,,,50.0,,,60.0,,,70.0,,,,51.0,,,,72,68.0,,,,,85.0,,,,,68.0,,,60.0,,,,,,,84.0,,,73.0,,,,60.0,,,68.0,,,,60.0,30.0,,58.0,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,80.0,,65.0,66.0,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neon-struct,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chantelise-a-tale-of-two-sisters,,,,65.0,,,50,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,70.0,,,,,,,,,,,,,,,,,,,,,67,,64.0,,,,,,,,,60.0,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,50.0,,,,72.0,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doc-clock-the-toasted-sandwich-of-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,70,,,,,,,,,,,,,,,70.0,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gravel,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,60.0,,,,,50.0,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
warhammer-age-of-sigmar-tempestfall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,40.0,40,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mable-amp-the-wood,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,74.0,,,,,,,,30.0,,,,,,,,80.0,,,,,,,,60,,,60,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
